User ID,Name,Age,Gender,Sexual Orientation,Location,Education,Occupation,Height (in cm),Smoking/ Drinking preferences,Religion,Relationship goals,Horoscope,Verification,Blocked users,Liked users,Disliked users,Matches,Preferred_gender,Distance_radius(in KM),Compatibility_factors,Question_id,Category,Question,Message_id,User_id,Time_started,Time_closed,Deleted_conversation
18,Carmon Tregunna,17,Female,Homosexual,Zamboanga City,Undergraduate degree,Project Manager,126,0,Catholic,Don't know yet,Gemini,1,375,435,418,506,Female,38,Shared Interests,238,2,Who's your favorite LGBTQ+ icon and why?,976,565,5:33 PM,3:37 AM,0
19,Barry Hirche,32,Male,Bisexual,Parañaque,In grad school,Editor,123,1,Born Again Christian,Marriage,Taurus,1,738,582,659,900,Female,56,Shared Interests,302,1,What's the funniest nickname someone has for you?,959,603,11:58 PM,4:02 PM,1
20,Sallee Yanyshev,25,Male,Pansexual,Tacloban City,In college,Senior Financial Analyst,133,1,INC,Something casual,Cancer,1,706,160,145,254,Female,86,Shared Interests,854,3,What's a really sexy name for someone?,200,29,3:16 AM,7:53 AM,1
21,Irv Tinkham,32,Polygender,Bisexual,Naga City,Graduate degree,Executive Secretary,200,0,INC,Relationship,Aquarius,0,430,501,825,81,Male,42,Shared Hobbies,406,3,What's a really sexy name for someone?,432,353,8:37 PM,5:43 PM,1
22,Carleton Loughlan,22,Genderqueer,Homosexual,Angeles City,Graduate degree,Operator,180,1,Born Again Christian,Something casual,Virgo,0,748,846,67,61,Male,88,Shared Interests,487,5,When do you feel at your sexiest?,840,934,8:36 AM,12:34 AM,1
23,Willem Wise,29,Male,Asexual,Makati,In college,Analyst Programmer,206,1,Atheist,Relationship,Aquarius,0,658,165,810,459,Male,50,Shared Hobbies,830,4,What would you guess about me that isn't on my profile?,321,350,5:28 PM,3:01 AM,0
24,Bear Walster,34,Male,Pansexual,Davao City,High school,Office Assistant IV,172,1,Christian,Don't know yet,Leo,0,347,23,479,193,Male,4,Shared Values,18,5,What's your go-to feel good movie or series?,435,978,11:26 PM,4:10 AM,1
25,Netta Haysom,21,Polygender,Bisexual,Iloilo City,Undergraduate degree,Senior Sales Associate,179,0,Christian,Relationship,Cancer,0,639,405,816,772,Female,78,Shared Hobbies,777,5,What's something you've done and will never do again?,871,961,12:23 AM,7:39 AM,0
26,Aldridge Gasgarth,27,Female,Bisexual,San Jose del Monte,Undergraduate degree,Analyst Programmer,148,1,Agnostic,Don't know yet,Virgo,1,955,538,127,216,Male,25,Shared Hobbies,574,3,When do you feel at your sexiest?,732,609,11:42 AM,4:38 PM,1
27,Tripp Kimbley,24,Female,Pansexual,Tacloban City,In college,Accountant II,247,1,Born Again Christian,Don't know yet,Libra,0,110,439,358,84,Non-binary,6,Shared Values,374,3,What's your go-to feel good movie or series?,428,622,12:02 PM,11:08 PM,0
28,Berkly Baskerville,18,Genderqueer,Heterosexual,Zamboanga City,High school,Recruiter,214,1,Buddhist,Relationship,Capricorn,0,230,952,346,895,Male,100,Shared Interests,694,4,What would you do on a rainy Sunday?,222,958,9:58 PM,6:30 PM,0
29,Karlyn O'Cahill,22,Female,Pansexual,Makati,In grad school,Senior Sales Associate,214,0,INC,Relationship,Leo,1,926,933,696,1003,Female,7,Shared Interests,456,2,What would you guess about me that isn't on my profile?,342,302,1:37 AM,4:03 AM,0
30,Jourdan Surgenor,30,Female,Asexual,Lipa City,In grad school,Media Manager III,182,0,Atheist,Marriage,Aquarius,1,345,253,673,759,Female,81,Shared Interests,955,2,What's something you've done and will never do again?,413,879,6:17 AM,9:12 AM,1
31,Stafford Bacon,39,Female,Pansexual,San Jose del Monte,High school,Accountant I,170,0,Agnostic,Don't know yet,Libra,1,327,39,94,109,Male,29,Shared Values,20,3,What's the funniest nickname someone has for you?,20,771,4:57 AM,10:47 AM,0
32,Otis Avrashin,16,Male,Bisexual,Taguig,High school,Librarian,200,0,Hindu,Something casual,Taurus,1,763,623,695,763,Male,2,Shared Values,869,1,What would you do on a rainy Sunday?,766,941,7:25 PM,12:02 AM,1
33,Marlyn O'Cuddie,27,Female,Homosexual,Muntinlupa,Graduate degree,Recruiter,140,1,Atheist,Relationship,Libra,1,920,925,676,647,Female,20,Shared Hobbies,617,3,Who's your favorite LGBTQ+ icon and why?,924,260,11:43 PM,7:54 AM,1
34,Jamil McNally,40,Female,Asexual,Quezon City,Undergraduate degree,Account Representative II,237,0,Atheist,Don't know yet,Capricorn,1,523,472,896,975,Genderfluid,61,Shared Hobbies,647,2,What's your go-to feel good movie or series?,209,760,11:41 PM,5:21 AM,0
35,Raul Mucklestone,31,Female,Pansexual,Lapu-Lapu City,High school,Senior Developer,223,0,INC,Relationship,Taurus,0,95,1,608,441,Male,4,Shared Values,72,2,What's a really sexy name for someone?,593,320,1:44 PM,2:15 AM,0
36,Rafaelia Ratnege,21,Female,Asexual,Antipolo City,Graduate degree,Operator,245,1,INC,Relationship,Aquarius,0,988,111,313,155,Female,68,Shared Interests,38,1,What would you do on a rainy Sunday?,564,222,5:06 AM,2:53 AM,0
37,Valene Gioani,25,Male,Bisexual,Bacolod,In college,Nuclear Power Engineer,237,1,Atheist,Marriage,Scorpio,1,775,796,251,737,Female,56,Shared Values,15,5,What would you guess about me that isn't on my profile?,14,336,8:15 PM,2:22 PM,0
38,Xylia McClenaghan,29,Male,Bisexual,Iloilo City,High school,Financial Analyst,191,0,Christian,Don't know yet,Virgo,0,183,780,896,670,Female,55,Shared Values,867,1,What's the funniest nickname someone has for you?,616,423,3:57 PM,6:54 PM,1
39,Bruis Roubottom,38,Female,Asexual,Lipa City,In college,Design Engineer,161,1,Hindu,Relationship,Cancer,1,218,972,128,491,Agender,36,Shared Interests,892,1,What would you do on a rainy Sunday?,894,17,9:57 AM,12:13 PM,0
40,Kalil Matskiv,20,Male,Heterosexual,Antipolo City,Undergraduate degree,Design Engineer,181,0,Born Again Christian,Something casual,Gemini,1,978,3,337,436,Male,41,Shared Interests,379,2,Who's your favorite LGBTQ+ icon and why?,155,782,9:19 PM,8:46 PM,0
41,Zane Cahey,21,Female,Asexual,Bacolod,Graduate degree,VP Quality Control,128,0,Atheist,Don't know yet,Pisces,0,823,863,223,906,Male,8,Shared Hobbies,338,3,Who's your favorite LGBTQ+ icon and why?,85,123,9:58 AM,4:27 PM,0
42,Meredith Oneile,33,Male,Homosexual,San Fernando,In grad school,Environmental Specialist,203,0,Atheist,Don't know yet,Cancer,0,189,681,49,160,Male,12,Shared Interests,917,5,When do you feel at your sexiest?,476,436,3:21 AM,2:14 AM,0
43,Lammond Palfrie,23,Female,Heterosexual,Dasmarinas,High school,Director of Sales,147,1,Catholic,Don't know yet,Aries,1,623,232,326,820,Male,71,Shared Hobbies,387,1,What's a really sexy name for someone?,402,192,1:21 AM,4:39 AM,1
44,Willabella Abramzon,16,Female,Heterosexual,Olongapo City,In college,Structural Analysis Engineer,136,0,Catholic,Don't know yet,Virgo,1,594,541,832,180,Female,93,Shared Interests,627,3,What's your impression of me from my profile?,593,405,8:40 AM,3:34 PM,1
45,Willis Fairholme,21,Male,Heterosexual,Taguig,Undergraduate degree,Information Systems Manager,214,0,Born Again Christian,Don't know yet,Sagittarius,1,194,564,232,100,Male,93,Shared Values,633,4,What would you do on a rainy Sunday?,151,124,4:35 PM,4:40 AM,0
46,Nikolai Keays,29,Polygender,Pansexual,Muntinlupa,In grad school,Structural Analysis Engineer,169,1,Born Again Christian,Marriage,Scorpio,1,135,55,337,560,Genderfluid,62,Shared Hobbies,847,4,What would you do on a rainy Sunday?,739,394,6:19 AM,3:53 AM,1
47,Knox Kochs,25,Female,Asexual,Naga City,Undergraduate degree,Analyst Programmer,211,0,Christian,Something casual,Taurus,1,674,8,364,627,Male,91,Shared Interests,425,1,What would you do on a rainy Sunday?,793,208,5:54 PM,4:11 PM,1
48,Alma Batstone,18,Female,Asexual,Iloilo City,In grad school,Nurse,170,1,INC,Marriage,Sagittarius,0,328,736,370,686,Female,69,Shared Hobbies,207,5,What's the funniest nickname someone has for you?,647,956,6:38 PM,8:08 AM,0
49,Ingamar Fursse,24,Female,Pansexual,Lipa City,In grad school,Research Nurse,218,1,INC,Something casual,Taurus,0,371,27,498,322,Male,4,Shared Values,183,5,What would you do on a rainy Sunday?,778,945,12:01 AM,7:43 PM,0
50,Ban Jarrad,25,Female,Pansexual,Caloocan,Undergraduate degree,Software Engineer III,164,1,Buddhist,Relationship,Aquarius,1,352,963,39,667,Genderfluid,81,Shared Values,497,3,What's the funniest nickname someone has for you?,34,841,9:28 PM,8:41 PM,1
51,Misty Georges,34,Female,Bisexual,Caloocan,In grad school,Web Developer II,175,0,Atheist,Relationship,Scorpio,0,549,644,778,4,Female,6,Shared Values,327,5,What would you do on a rainy Sunday?,486,643,6:48 PM,6:12 AM,0
52,Nerti Domerque,20,Male,Homosexual,Zamboanga City,In college,Actuary,145,1,Buddhist,Marriage,Capricorn,1,555,694,663,430,Genderfluid,35,Shared Hobbies,821,5,What's your go-to feel good movie or series?,82,101,10:06 AM,10:24 PM,1
53,Lennie Harborow,18,Male,Heterosexual,Naga City,Graduate degree,Senior Developer,237,0,Christian,Something casual,Scorpio,0,141,404,978,999,Male,74,Shared Interests,818,2,What's the funniest nickname someone has for you?,810,791,7:53 AM,5:01 AM,0
54,Blaine Lamanby,26,Agender,Homosexual,Quezon City,Graduate degree,Electrical Engineer,159,0,Buddhist,Relationship,Leo,1,157,384,883,850,Male,66,Shared Interests,468,3,What's the funniest nickname someone has for you?,597,598,9:06 PM,6:46 PM,0
55,Virge Bracci,28,Female,Bisexual,Legazpi City,In college,VP Marketing,193,0,Hindu,Something casual,Virgo,1,479,785,711,63,Male,58,Shared Hobbies,193,5,What would you do on a rainy Sunday?,460,903,9:44 PM,10:14 AM,1
56,Rosa Robiou,19,Female,Pansexual,Caloocan,High school,Product Engineer,129,0,Christian,Marriage,Capricorn,1,303,784,62,932,Female,51,Shared Hobbies,629,5,What's the first thing you find attractive in someone?,667,581,3:28 PM,3:23 AM,0
57,Tiertza Halwell,39,Female,Bisexual,Parañaque,In grad school,Physical Therapy Assistant,180,0,Agnostic,Relationship,Cancer,1,847,931,423,925,Genderfluid,73,Shared Values,142,5,What's your impression of me from my profile?,56,345,8:29 AM,3:31 AM,1
58,Ario Itscowicz,39,Female,Asexual,Caloocan,High school,Accounting Assistant III,175,0,Agnostic,Don't know yet,Sagittarius,0,150,190,534,802,Male,95,Shared Interests,750,2,When do you feel at your sexiest?,196,35,9:54 AM,2:34 PM,0
59,Kristine Underwood,40,Female,Pansexual,Lipa City,In grad school,General Manager,195,0,Hindu,Don't know yet,Aquarius,0,237,17,356,835,Female,26,Shared Interests,912,2,What's your impression of me from my profile?,26,120,12:26 PM,4:23 AM,0
60,Gunter Feye,21,Bigender,Bisexual,Bacolod,Graduate degree,Web Developer III,208,1,Christian,Marriage,Pisces,1,873,134,841,108,Male,75,Shared Values,369,5,What's something you've done and will never do again?,666,712,9:08 PM,12:36 AM,0
61,Mellicent Klement,27,Male,Asexual,Bacolod,Graduate degree,Business Systems Development Analyst,199,1,Catholic,Marriage,Leo,0,637,690,557,255,Female,51,Shared Hobbies,960,4,What's the funniest nickname someone has for you?,136,936,4:03 PM,5:00 PM,1
62,Chip Yashin,37,Polygender,Bisexual,Legazpi City,Graduate degree,Operator,209,1,Atheist,Marriage,Taurus,0,266,889,325,299,Male,23,Shared Interests,482,1,What's the first thing you find attractive in someone?,139,878,9:19 AM,12:36 AM,0
63,Palm Blatchford,36,Male,Bisexual,Pasig,In grad school,Nuclear Power Engineer,242,0,Catholic,Marriage,Aquarius,1,813,108,240,350,Male,63,Shared Hobbies,125,3,What's the funniest nickname someone has for you?,247,661,10:18 PM,10:39 AM,0
64,Lissy Sandes,17,Male,Asexual,Baguio City,In college,Senior Cost Accountant,146,1,Christian,Marriage,Pisces,1,567,535,380,913,Female,18,Shared Values,336,1,What's the funniest nickname someone has for you?,338,8,5:56 PM,5:56 AM,0
65,Evangelin Kaes,28,Male,Homosexual,General Santos City,Undergraduate degree,Internal Auditor,177,1,Atheist,Marriage,Aries,0,538,875,758,480,Female,83,Shared Values,413,5,What would you guess about me that isn't on my profile?,410,639,9:36 AM,10:05 PM,1
66,Susi Cromwell,27,Male,Heterosexual,Bacolod,In college,Senior Editor,201,0,Atheist,Something casual,Aquarius,1,136,333,171,748,Female,62,Shared Interests,93,3,What's your impression of me from my profile?,826,944,8:30 PM,6:53 AM,1
67,Elly Furnival,20,Male,Heterosexual,Baguio City,Undergraduate degree,Account Representative I,186,1,Buddhist,Relationship,Libra,0,420,129,913,921,Female,47,Shared Values,770,2,What would you do on a rainy Sunday?,986,146,10:43 AM,7:39 PM,0
68,Shurwood Philp,21,Male,Bisexual,Bacoor,In college,Statistician II,167,1,Atheist,Marriage,Gemini,0,219,628,428,488,Male,76,Shared Hobbies,361,2,What's the first thing you find attractive in someone?,327,266,10:50 AM,8:49 PM,1
69,Cyrille Olkowicz,31,Male,Heterosexual,Bacoor,In college,Design Engineer,155,0,Born Again Christian,Marriage,Aries,0,330,619,370,916,Male,95,Shared Interests,358,5,What's the first thing you find attractive in someone?,683,758,7:35 AM,6:24 PM,0
70,Hussein Ellson,37,Male,Asexual,Olongapo City,In grad school,Teacher,147,1,Atheist,Relationship,Sagittarius,1,202,224,487,465,Male,79,Shared Hobbies,859,4,What's the funniest nickname someone has for you?,553,519,7:56 PM,12:45 PM,1
71,Anett Nicklen,34,Female,Bisexual,Davao City,In grad school,Human Resources Assistant IV,219,1,Catholic,Don't know yet,Sagittarius,0,659,694,243,706,Female,99,Shared Interests,226,5,What would you do on a rainy Sunday?,50,157,12:44 AM,3:43 AM,0
72,Mathias Nudds,40,Male,Asexual,Lipa City,In grad school,Health Coach I,217,0,Christian,Don't know yet,Scorpio,0,315,878,995,594,Genderqueer,46,Shared Hobbies,44,1,What's a really sexy name for someone?,186,985,9:09 AM,12:59 PM,1
73,Elyn Hune,40,Female,Homosexual,Angeles City,In grad school,Assistant Manager,190,1,Buddhist,Marriage,Cancer,0,316,236,299,892,Female,97,Shared Values,762,3,What's a really sexy name for someone?,619,835,2:13 AM,10:51 PM,0
74,Nixie Fardo,28,Male,Homosexual,Makati,High school,Registered Nurse,228,1,Buddhist,Marriage,Gemini,1,193,679,998,183,Female,33,Shared Interests,136,3,What's the first thing you find attractive in someone?,272,207,5:25 AM,10:13 AM,1
75,Olivie Wartnaby,20,Male,Homosexual,Lipa City,Undergraduate degree,Media Manager I,177,0,Hindu,Something casual,Aries,1,196,384,660,229,Female,22,Shared Hobbies,143,5,Who's your favorite LGBTQ+ icon and why?,472,295,4:19 AM,11:20 PM,0
76,Olympe Dee,19,Male,Heterosexual,Olongapo City,Undergraduate degree,Biostatistician I,157,0,Agnostic,Don't know yet,Capricorn,1,90,233,303,446,Female,4,Shared Hobbies,921,5,What's your go-to feel good movie or series?,233,847,7:52 PM,9:41 AM,1
77,Reinaldo Elies,37,Female,Bisexual,Bacolod,Graduate degree,Web Designer II,217,0,Agnostic,Something casual,Scorpio,1,751,537,340,53,Male,32,Shared Hobbies,241,5,What would you guess about me that isn't on my profile?,4,967,7:58 AM,5:34 PM,1
78,Tiffani Ruprechter,31,Genderfluid,Homosexual,Angeles City,Undergraduate degree,Senior Developer,158,0,Born Again Christian,Something casual,Libra,0,201,892,833,169,Female,90,Shared Hobbies,775,3,What's your impression of me from my profile?,249,284,2:13 AM,7:13 AM,0
79,Fifine McGillecole,27,Female,Homosexual,Lapu-Lapu City,High school,Research Nurse,123,0,Born Again Christian,Relationship,Aries,0,306,899,844,262,Bigender,72,Shared Interests,652,5,What's something you've done and will never do again?,91,59,12:24 AM,2:28 AM,1
80,Cleo Henken,22,Female,Pansexual,Caloocan,In grad school,Paralegal,128,0,Agnostic,Relationship,Libra,1,357,749,840,180,Female,33,Shared Interests,4,2,Who's your favorite LGBTQ+ icon and why?,534,330,9:54 AM,5:25 PM,0
81,Bruce Olorenshaw,23,Male,Bisexual,Dasmarinas,Graduate degree,Research Nurse,124,0,Buddhist,Something casual,Capricorn,1,623,552,453,279,Male,96,Shared Values,563,4,What's your impression of me from my profile?,439,273,7:29 PM,4:45 AM,0
82,Saunder Lambertini,28,Female,Bisexual,Olongapo City,Graduate degree,Systems Administrator I,148,1,Agnostic,Something casual,Pisces,0,514,797,923,554,Male,56,Shared Interests,756,4,Who's your favorite LGBTQ+ icon and why?,433,299,6:27 PM,1:14 AM,0
83,Paul Duffett,16,Female,Homosexual,Parañaque,In college,Internal Auditor,235,0,Buddhist,Relationship,Aries,1,212,936,767,720,Male,21,Shared Hobbies,103,3,Who's your favorite LGBTQ+ icon and why?,257,398,11:42 AM,11:47 PM,0
84,Klarrisa Borrel,40,Male,Pansexual,Zamboanga City,Undergraduate degree,Budget/Accounting Analyst III,136,0,Agnostic,Don't know yet,Pisces,0,945,968,351,378,Female,71,Shared Hobbies,600,4,What's the first thing you find attractive in someone?,774,661,10:03 AM,3:41 AM,1
85,Allianora Derisley,16,Female,Bisexual,San Jose del Monte,High school,Mechanical Systems Engineer,249,1,Catholic,Marriage,Taurus,1,137,493,375,397,Female,76,Shared Hobbies,841,5,What's something you've done and will never do again?,992,987,7:51 AM,11:38 AM,0
86,Torr Kaser,28,Male,Homosexual,Tarlac City,In grad school,Sales Associate,202,0,Buddhist,Don't know yet,Libra,1,217,941,604,878,Non-binary,7,Shared Hobbies,651,3,What's something you've done and will never do again?,312,92,10:43 PM,7:52 AM,0
87,Stillmann Patroni,28,Non-binary,Heterosexual,Caloocan,In college,Data Coordinator,186,0,Christian,Relationship,Libra,1,54,834,677,805,Male,64,Shared Interests,782,5,When do you feel at your sexiest?,881,501,3:15 AM,5:40 PM,1
88,Desiree Offill,24,Male,Bisexual,Taguig,Graduate degree,Assistant Manager,188,1,Catholic,Relationship,Pisces,1,611,673,36,162,Female,14,Shared Hobbies,159,5,What's the funniest nickname someone has for you?,814,448,8:32 PM,1:26 PM,1
89,Julietta Prop,30,Male,Pansexual,Manila,In grad school,Administrative Assistant IV,198,1,Christian,Something casual,Sagittarius,0,958,564,245,40,Female,21,Shared Interests,998,3,What's something you've done and will never do again?,101,103,5:30 PM,9:32 AM,1
90,Caron Abdy,18,Female,Homosexual,Lucena City,In college,Junior Executive,122,1,Agnostic,Relationship,Aquarius,0,235,299,830,962,Female,82,Shared Hobbies,490,4,What's your impression of me from my profile?,575,755,1:43 PM,2:41 AM,0
91,Rosie Darbon,33,Male,Pansexual,San Jose del Monte,In college,Assistant Manager,205,1,Christian,Don't know yet,Capricorn,1,588,121,168,17,Female,86,Shared Values,828,4,What's a really sexy name for someone?,718,925,2:48 PM,10:59 AM,0
92,Mendie Allawy,33,Agender,Heterosexual,General Santos City,High school,General Manager,215,0,Hindu,Relationship,Sagittarius,0,407,436,290,552,Male,69,Shared Hobbies,973,3,What would you guess about me that isn't on my profile?,76,312,3:26 AM,5:13 PM,0
93,Hatti Brucker,17,Female,Heterosexual,Lapu-Lapu City,In college,Editor,231,0,Agnostic,Relationship,Cancer,0,562,57,465,479,Female,99,Shared Interests,796,4,What would you guess about me that isn't on my profile?,658,328,9:00 AM,2:36 AM,0
94,Maureene Benardeau,38,Male,Bisexual,Naga City,Undergraduate degree,Account Coordinator,236,0,INC,Marriage,Aquarius,0,679,545,491,297,Female,70,Shared Hobbies,969,1,What would you guess about me that isn't on my profile?,107,354,8:42 PM,10:45 AM,0
95,Kevan Dibble,36,Agender,Pansexual,Antipolo City,In grad school,Software Engineer IV,140,0,Catholic,Relationship,Gemini,1,400,519,387,753,Male,56,Shared Hobbies,621,5,What's a really sexy name for someone?,564,839,12:24 PM,9:45 PM,0
96,Montgomery Filgate,16,Bigender,Asexual,Taguig,Graduate degree,Senior Editor,190,1,Born Again Christian,Don't know yet,Aries,1,782,134,676,683,Male,67,Shared Hobbies,207,3,When do you feel at your sexiest?,942,973,9:53 PM,12:59 PM,0
97,Valentin Lunny,27,Female,Heterosexual,Olongapo City,In college,Pharmacist,195,0,Born Again Christian,Marriage,Libra,1,193,994,745,995,Male,74,Shared Interests,850,4,When do you feel at your sexiest?,234,968,6:23 AM,12:13 PM,1
98,Reagen Peacham,17,Female,Heterosexual,Zamboanga City,Undergraduate degree,Recruiter,189,0,INC,Relationship,Leo,1,222,994,956,18,Male,55,Shared Hobbies,2,5,What's the first thing you find attractive in someone?,503,386,9:55 AM,7:54 PM,0
99,Dix Neicho,39,Male,Homosexual,Tarlac City,In college,Staff Scientist,138,0,Hindu,Marriage,Capricorn,1,662,36,10,473,Female,98,Shared Values,694,1,What's the first thing you find attractive in someone?,808,198,6:39 PM,1:06 AM,1
100,Karel Ayre,38,Male,Pansexual,Naga City,Undergraduate degree,Business Systems Development Analyst,246,0,Atheist,Don't know yet,Scorpio,1,962,239,641,463,Male,15,Shared Interests,643,3,What's your impression of me from my profile?,370,491,8:37 AM,5:08 AM,1
101,Rikki Chape,40,Male,Pansexual,Cebu City,In college,Registered Nurse,216,0,Christian,Something casual,Virgo,1,572,292,881,915,Genderfluid,47,Shared Hobbies,703,1,Who's your favorite LGBTQ+ icon and why?,436,347,8:14 AM,7:54 AM,0
102,Ara Mulvin,22,Female,Asexual,Iloilo City,In college,Programmer III,194,0,Hindu,Something casual,Sagittarius,1,566,559,664,939,Male,26,Shared Values,936,2,Who's your favorite LGBTQ+ icon and why?,593,535,1:01 PM,1:45 PM,0
103,Barth Crocken,25,Female,Heterosexual,Caloocan,In grad school,Health Coach I,169,1,Catholic,Marriage,Sagittarius,0,816,626,803,951,Male,7,Shared Hobbies,823,3,When do you feel at your sexiest?,290,246,4:03 PM,10:05 AM,1
104,Brannon Deboo,37,Male,Bisexual,Davao City,In grad school,Physical Therapy Assistant,125,1,Catholic,Marriage,Cancer,0,11,244,889,697,Male,64,Shared Interests,22,1,What's your impression of me from my profile?,661,284,11:20 AM,2:42 AM,1
105,Sergei Breeder,40,Male,Homosexual,Antipolo City,High school,Software Engineer I,245,1,Buddhist,Relationship,Libra,1,7,105,263,632,Male,67,Shared Values,562,2,What's your go-to feel good movie or series?,225,179,11:29 PM,11:38 AM,1
106,Zoe Hellin,28,Female,Pansexual,Zamboanga City,In grad school,Help Desk Operator,188,0,Catholic,Don't know yet,Aquarius,0,974,120,869,227,Female,85,Shared Interests,144,4,What's your go-to feel good movie or series?,58,809,5:57 PM,7:54 AM,1
107,Gabie Bourtoumieux,21,Female,Pansexual,Muntinlupa,Graduate degree,Chief Design Engineer,160,0,Born Again Christian,Relationship,Virgo,0,822,679,65,932,Female,100,Shared Values,811,4,What's the funniest nickname someone has for you?,490,121,5:17 PM,7:19 PM,1
108,Briana Ashplant,27,Male,Pansexual,Lapu-Lapu City,In grad school,Speech Pathologist,150,0,Born Again Christian,Relationship,Virgo,1,923,369,1000,139,Female,17,Shared Values,384,4,What's your go-to feel good movie or series?,339,431,12:56 PM,1:04 PM,0
109,Franciskus McGrirl,32,Female,Pansexual,Cebu City,Undergraduate degree,Food Chemist,230,0,Buddhist,Don't know yet,Libra,0,651,873,373,940,Male,95,Shared Hobbies,35,4,What's your impression of me from my profile?,962,135,11:46 PM,9:11 PM,1
